case_reference,open_date,closed_date,status,subject,reason,type,object_type,address_number,address_line_1,city,state,zip_code,property_id,location,latitude,longitude,council_district,police_district,census_tract,census_block_group,census_block,neighborhood,x_coordinate,y_coordinate,census_tract_2010,census_block_group_2010,census_block_2010,tractce20,geoid20_tract,geoid20_blockgroup,geoid20_block,:@computed_region_fk4y_hpmh,:@computed_region_kwzn_pe6v,:@computed_region_uh5x_q5mi,:@computed_region_dwzh_dtk5,:@computed_region_tmcg_v66k,:@computed_region_xbxg_7ifr,:@computed_region_eziv_p4ck,:@computed_region_jdfw_hhbp,:@computed_region_urdz_b6n8,:@computed_region_vsen_jbmg,:@computed_region_nmyf_6jtp,:@computed_region_ff6v_jbaa,:@computed_region_gkva_sjqs,:@computed_region_h7a8_iwt4,address_line_2,:@computed_region_k9un_h6vm
1001786986,2023-01-27T14:30:00.000,2023-01-30T09:16:00.000,Closed,Dept of Public Works,Engineering - Street Repairs,Cave In (Req_Serv),Property,INTERSECTION,Summer St,Buffalo,NEW YORK,14222,2459,"{'latitude': '42.90473912417048', 'longitude': '-78.87713004907489', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",42.90473912417048,-78.87713004907489,NIAGARA,District B,67.01,2,2004,Elmwood Bryant,1069577.5,1058494,67.01,3,3004,006701,36029006701,360290067012,360290067012004,1,12,109,2116,3,5,58,9,5,5,4,68,102,4,Elmwood Ave,
1001787299,2023-01-30T14:21:00.000,2023-01-31T09:11:00.000,Closed,Utilities,National Grid,Streetlights (Req_Serv),Property,INTERSECTION,Kimmel Ave,Buffalo,NEW YORK,14220,4254,"{'latitude': '42.85657113290974', 'longitude': '-78.82637007410356', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",42.85657113290974,-78.82637007410356,LOVEJOY,District A,2,1,1004,Hopkins-Tifft,1083117.2,1040898.9,2,1,1005,000200,36029000200,360290002001,360290002001004,4,9,133,3237,2,10,1,1,14,3,27,40,67,9,Abbott Rd,
1001763908,2023-01-11T16:09:00.000,2023-01-13T10:25:00.000,Closed,Dept of Public Works,Animal Shelter,Animals (Req_Serv),Property,65,NIAGARA SQ,Buffalo,NEW YORK,14202,111.53-2-2,"{'latitude': '42.886612475063906', 'longitude': '-78.87930342388825', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",42.886612475063906,-78.87930342388825,ELLICOTT,District B,165,1,1020,Central,-8780804.337,5294730.0418,165,1,1053,016500,36029016500,360290165001,360290165001020,1,3,31,1191,4,4,77,19,9,5,16,80,265,4,,9
1001762760,2023-01-08T09:58:00.000,2023-01-31T06:07:00.000,Closed,Dept of Public Works,Rodent_Pest Control,Rodents (Req_Serv),Property,124,WECKER,Buffalo,NEW YORK,14215,90.81-1-15,"{'latitude': '42.921033265798236', 'longitude': '-78.81274332436439', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",42.921033265798236,-78.81274332436439,LOVEJOY,District E,36,1,1000,Schiller Park,-8773394.884,5299961.0556,36,1,1000,003600,36029003600,360290036001,360290036001000,2,11,157,243,2,12,18,11,8,4,17,36,2,5,,
1001787103,2023-01-30T08:40:00.000,2023-01-31T05:48:00.000,Closed,Dept of Public Works,Sanitation,Garbage Missed Pick Up (Req_Serv),Property,44,DREXEL,Buffalo,NEW YORK,14214,89.52-5-17,"{'latitude': '42.93074454491573', 'longitude': '-78.83752946290647', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",42.93074454491573,-78.83752946290647,MASTEN,District E,40.03,2,2008,Fillmore-Leroy,-8776154.067,5301437.4324,40.01,2,2007,004003,36029004003,360290040032,360290040032008,2,18,151,12,9,6,19,20,7,4,10,1,199,8,,
1001764261,2023-01-12T16:28:00.000,2023-01-13T08:39:00.000,Closed,Buffalo Police Department,Police,Police Issue (Req_Serv),Property,INTERSECTION,Humboldt Pkwy,Buffalo,NEW YORK,14208,1634,"{'latitude': '42.91693412920651', 'longitude': '-78.8437311170494', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",42.91693412920651,-78.8437311170494,MASTEN,District E,33.01,2,2011,Hamlin Park,1078540.4,1062910.5,33.01,2,2013,003301,36029003301,360290033012,360290033012011,2,22,4,2696,9,31,59,7,6,4,21,11,283,8,Brunswick Blvd,3
1001763540,2023-01-10T14:35:00.000,2023-01-13T10:06:00.000,Closed,Dept of Public Works,Sanitation,Totes Replace (Req_Serv),Property,46,CUNARD,Buffalo,NEW YORK,14216,78.58-4-5,"{'latitude': '42.9522388424787', 'longitude': '-78.84959158761122', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",42.9522388424787,-78.84959158761122,DELAWARE,District D,48,3,3008,North Park,-8777496.816,5304705.9734,48,3,3008,004800,36029004800,360290048003,360290048003008,5,5,79,2373,7,25,37,13,2,2,33,43,192,1,,
1001774878,2023-01-17T15:58:00.000,2023-01-31T10:56:00.000,Closed,Dept of Public Works,Sanitation,Totes Deliver (Req_Serv),Property,212,HOLLY,Buffalo,NEW YORK,14206,123.50-4-3,"{'latitude': '42.868263023602864', 'longitude': '-78.80430942283768', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",42.868263023602864,-78.80430942283768,LOVEJOY,District A,19,2,2006,Kaisertown,-8772456.032,5291942.6196,19,2,2006,001900,36029001900,360290019002,360290019002006,4,17,188,452,2,34,21,8,12,3,12,69,77,5,,
1001786912,2023-01-27T11:28:00.000,2023-01-31T09:51:00.000,Closed,Dept of Public Works,Sanitation,Recycling Missed Pick Up (Req_Serv),Property,40,HELEN,Buffalo,NEW YORK,14213,88.82-4-29,"{'latitude': '42.921323607539954', 'longitude': '-78.89345354017057', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",42.921323607539954,-78.89345354017057,NIAGARA,District D,171,4,4005,Upper West Side,-8782379.518,5300005.1934,171,4,4005,017100,36029017100,360290171004,360290171004005,5,2,46,1206,3,26,27,10,3,2,31,73,73,6,,
1001757929,2022-12-28T10:02:00.000,2023-01-03T11:06:00.000,Closed,Dept of Public Works,Streets,Street Snow Plowing (Req_Serv),Property,26,HURLOCK,Buffalo,NEW YORK,14211,101.38-5-25,"{'latitude': '42.913077235734455', 'longitude': '-78.82532134427817', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",42.913077235734455,-78.82532134427817,FILLMORE,District C,35.01,2,2003,MLK Park,-8774795.066,5298751.698,35,3,3002,003501,36029003501,360290035012,360290035012003,3,4,87,901,5,35,4,17,8,1,29,3,185,2,,
1001758631,2022-12-28T16:24:00.000,2023-01-03T11:05:00.000,Closed,Dept of Public Works,Streets,Street Snow Plowing (Req_Serv),Property,597,NORFOLK,Buffalo,NEW YORK,14215,90.48-1-34,"{'latitude': '42.931308846896954', 'longitude': '-78.81919139571312', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",42.931308846896954,-78.81919139571312,MASTEN,District E,42,4,4002,Kensington-Bailey,-8774112.68,5301523.2284,42,4,4001,004200,36029004200,360290042004,360290042004002,2,11,48,2377,9,13,39,11,7,4,6,9,106,8,,
1001760363,2023-01-02T20:03:00.000,2023-01-03T11:38:00.000,Closed,Dept of Public Works,Sanitation,Garbage Missed Pick Up (Req_Serv),Property,47,EVANSTON,Buffalo,NEW YORK,14220,133.80-2-6,"{'latitude': '42.83345358715281', 'longitude': '-78.8190156359803', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",42.83345358715281,-78.8190156359803,SOUTH,District A,6,4,4003,South Park,-8774093.127,5286657.0797,6,4,4009,000600,36029000600,360290006004,360290006004003,4,9,179,1104,6,33,74,1,12,3,13,12,167,9,,
1001787225,2023-01-30T11:51:00.000,,Open,Dept of Public Works,Streets,PW Vacant Lot (Req_Serv),Property,40,GALVESTON,Buffalo,NEW YORK,14211,111.26-1-45,"{'latitude': '42.89751483262308', 'longitude': '-78.85259031107027', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",42.89751483262308,-78.85259031107027,ELLICOTT,District C,31,1,1020,Fruit Belt,-8777830.641,5296386.5842,31,1,1017,003100,36029003100,360290031001,360290031001020,3,4,111,3012,4,32,35,17,10,1,22,52,98,4,,
1001776741,2023-01-26T13:28:00.000,2023-01-30T11:19:00.000,Closed,Dept of Public Works,Sanitation,Trash Ordinance Violation (Req_Serv),Property,92,HARVARD,Buffalo,NEW YORK,14209,100.24-2-15,"{'latitude': '42.920049366118675', 'longitude': '-78.86275328560706', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",42.920049366118675,-78.86275328560706,ELLICOTT,District D,169,3,3001,Elmwood Bidwell,-8778961.976,5299811.4903,169,3,3001,016900,36029016900,360290169003,360290169003001,5,21,32,2743,4,27,50,14,5,2,14,10,41,4,,
505353-1001762481,2023-01-06T13:00:00.000,2023-01-13T09:50:00.000,Closed,DPIS,Housing,Open311 Housing,Property,20,CARL,Buffalo,NEW YORK,14215,101.30-1-16,"{'latitude': '42.91506593840699', 'longitude': '-78.82818154662321', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",42.91506593840699,-78.82818154662321,MASTEN,District E,34,2,2005,Delavan Grider,-78.82782,42.91887,34,2,2005,003400,36029003400,360290034002,360290034002005,2,11,67,1788,9,7,47,11,8,4,20,76,285,8,,
1001775156,2023-01-18T14:23:00.000,2023-01-18T15:19:00.000,Closed,Dept of Public Works,Streets,Leaves / Lawn Debris (Req_Serv),Property,219,HIGHLAND,Buffalo,NEW YORK,14222,100.29-4-15,"{'latitude': '42.91442860642173', 'longitude': '-78.87783427143789', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",42.91442860642173,-78.87783427143789,NIAGARA,District B,66.01,2,2000,Elmwood Bryant,-8780640.787,5298957.1034,66.01,2,2000,006601,36029006601,360290066012,360290066012000,1,12,268,2665,3,5,40,4,4,5,4,89,69,6,,
1001762668,2023-01-06T16:10:00.000,2023-01-19T13:39:00.000,Closed,Utilities,National Grid,Streetlights (Req_Serv),Property,3242,MAIN,Buffalo,NEW YORK,14214,79.55-2-6.1,"{'latitude': '42.95246590888206', 'longitude': '-78.825203099841', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",42.95246590888206,-78.825203099841,UNIVERSITY,District E,46.01,3,3009,University Heights,-8774760.972,5304742.2423,46.01,4,4009,004601,36029004601,360290046013,360290046013009,2,18,247,2009,8,30,73,20,7,4,34,91,100,7,,
1001763974,2023-01-12T09:04:00.000,2023-01-13T09:19:00.000,Closed,Utilities,National Grid,Streetlights (Req_Serv),Property,1011,FILLMORE,Buffalo,NEW YORK,14211,100.76-5-33,"{'latitude': '42.901005736211154', 'longitude': '-78.83888491610585', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",42.901005736211154,-78.83888491610585,FILLMORE,District C,27.03,1,1004,Broadway Fillmore,-8776304.96,5296917.0661,27.02,2,2004,002703,36029002703,360290027031,360290027031004,3,4,80,1304,5,23,62,17,10,1,35,24,29,2,,
1001763759,2023-01-11T11:26:00.000,2023-01-13T08:09:00.000,Closed,Dept of Public Works,Sanitation,Recycling Missed Pick Up (Req_Serv),Property,137,LATHROP,Buffalo,NEW YORK,14212,101.78-3-2,"{'latitude': '42.89862444648019', 'longitude': '-78.82950629637236', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",42.89862444648019,-78.82950629637236,FILLMORE,District C,27.04,2,2000,Broadway Fillmore,,,27.02,3,3000,002704,36029002704,360290027042,360290027042000,3,8,271,675,5,23,62,2,10,1,35,42,276,2,,
1001776510,2023-01-25T16:14:00.000,2023-01-30T11:21:00.000,Closed,Dept of Public Works,Sanitation,Missed Pickup 2_Piece Large Trash (Req_Serv),Property,385,HAMPSHIRE,Buffalo,NEW YORK,14213,99.44-1-5,"{'latitude': '42.91475431134717', 'longitude': '-78.88814952704678', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",42.91475431134717,-78.88814952704678,NIAGARA,District B,66.01,3,3005,Elmwood Bryant,-8781789.078,5299006.6104,66.01,3,3005,006601,36029006601,360290066013,360290066013005,1,2,210,51,3,5,40,10,4,5,4,89,252,6,,
1001774488,2023-01-13T15:40:00.000,,Open,Dept of Public Works,Engineering - Traffic,Signal Out or Flashing (Req_Serv),Property,INTERSECTION,Jersey St,Buffalo,NEW YORK,14201,2393,"{'latitude': '42.899717121652465', 'longitude': '-78.89067952099123', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",42.899717121652465,-78.89067952099123,NIAGARA,District B,69.04,1,1005,West Side,1065940.9,1056675.2,69.02,2,2006,006904,36029006904,360290069041,360290069041005,1,15,25,2964,3,29,17,9,4,5,3,82,90,6,Niagara St,
1001763775,2023-01-11T11:53:00.000,2023-01-13T08:38:00.000,Closed,Dept of Public Works,Sanitation,Garbage Missed Pick Up (Req_Serv),Property,19,WOOD,Buffalo,NEW YORK,14211,101.73-5-19,"{'latitude': '42.902285757561295', 'longitude': '-78.80919298624859', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",42.902285757561295,-78.80919298624859,LOVEJOY,District C,30,2,2007,Genesee-Moselle,-8772999.664,5297111.5866,30,2,2006,003000,36029003000,360290030002,360290030002007,3,4,199,3107,2,1,11,17,11,1,24,51,1,5,,
1001774279,2023-01-13T08:36:00.000,2023-01-13T15:03:00.000,Closed,Dept of Public Works,Sanitation,Totes Replace (Req_Serv),Property,422,BIRD,Buffalo,NEW YORK,14213,88.68-5-27,"{'latitude': '42.92611446720027', 'longitude': '-78.88328530369333', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",42.92611446720027,-78.88328530369333,NIAGARA,District D,63.01,5,5002,Elmwood Bidwell,-8781247.593,5300733.5073,63.01,5,5001,006301,36029006301,360290063015,360290063015002,5,2,125,2105,3,27,76,10,3,2,14,33,142,6,,
1001763349,2023-01-10T10:23:00.000,2023-01-13T11:27:00.000,Closed,Dept of Public Works,Sanitation,Missed Pickup 2_Piece Large Trash (Req_Serv),Property,487,DOAT,Buffalo,NEW YORK,14211,101.59-1-2,"{'latitude': '42.909558844236805', 'longitude': '-78.80264653287155', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",42.909558844236805,-78.80264653287155,LOVEJOY,District C,30,1,1003,Schiller Park,-8772270.914,5298216.9336,30,1,1003,003000,36029003000,360290030001,360290030001003,3,4,12,1997,2,12,11,17,8,1,17,51,212,5,,
1001763884,2023-01-11T15:31:00.000,2023-01-30T12:50:00.000,Closed,DPIS,Housing,Housing Violations (Req_Serv),Property,207,DEWITT,Buffalo,NEW YORK,14213,88.82-3-47,"{'latitude': '42.92258731111912', 'longitude': '-78.894717711686', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",42.92258731111912,-78.894717711686,NIAGARA,District D,171,4,4004,Upper West Side,-8782520.245,5300197.2981,171,4,4004,017100,36029017100,360290171004,360290171004004,5,2,46,1537,3,26,27,10,3,2,31,73,73,6,,
1001776702,2023-01-26T12:15:00.000,2023-01-28T13:49:00.000,Closed,Dept of Public Works,Streets,Street Salting (Req_Serv),Street,,COLFAX,Buffalo,NEW YORK,14220,,"{'latitude': '42.856463120634494', 'longitude': '-78.83034407693124', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",42.856463120634494,-78.83034407693124,LOVEJOY,District A,2,4,4001,Hopkins-Tifft,,,2,4,4001,000200,36029000200,360290002004,360290002004001,4,9,44,188,2,10,1,1,14,3,27,40,170,5,,
1001755925,2022-12-26T10:54:00.000,2023-01-03T09:59:00.000,Closed,DPIS,Housing,Housing Violations (Req_Serv),Property,510,JEFFERSON,Buffalo,NEW YORK,14204,111.49-4-9.1,"{'latitude': '42.88884267184467', 'longitude': '-78.85435737481443', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",42.88884267184467,-78.85435737481443,ELLICOTT,District B,14.04,2,2000,Pratt-Willert,-8778027.351,5295068.8814,14.02,4,4000,001404,36029001404,360290014042,360290014042000,1,16,93,490,4,22,20,15,9,5,8,84,5,4,,
1001750914,2022-11-30T13:24:00.000,2023-01-03T11:31:00.000,Closed,Buffalo Municipal Housing Authority,BMHA,BMHA Issue (Req_Serv),Property,339,PERRY,Buffalo,NEW YORK,14213,122.23-3-3,"{'latitude': '42.915105709494235', 'longitude': '-78.88899060889175', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",42.915105709494235,-78.88899060889175,NIAGARA,District B,61,3,3003,Upper West Side,-8779157.354,5292706.5151,61,3,3003,006100,36029006100,360290061003,360290061003003,1,2,23,3093,3,26,43,10,4,5,31,27,110,6,,
1001774523,2023-01-15T10:07:00.000,2023-02-09T15:52:00.000,Closed,DPIS,Housing,Housing Violations (Req_Serv),Property,293,GREENE,Buffalo,NEW YORK,14206,112.34-1-32,"{'latitude': '42.89291429418786', 'longitude': '-78.80922142561731', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",42.89291429418786,-78.80922142561731,LOVEJOY,District C,24,2,2005,Lovejoy,-8773002.831,5295687.5252,24,4,4004,002400,36029002400,360290024002,360290024002005,3,17,24,1404,2,8,28,8,11,1,25,26,221,5,,
1001801106,2023-02-17T13:09:00.000,2023-02-23T14:50:00.000,Closed,Dept of Public Works,Sanitation,Totes Combo (Req_Serv),Property,87,CARLYLE,Buffalo,NEW YORK,14220,133.75-3-7,"{'latitude': '42.83522215985183', 'longitude': '-78.80331942476599', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",42.83522215985183,-78.80331942476599,SOUTH,District A,7,3,3000,South Park,-8772345.83,5286925.5511,7,3,3000,000700,36029000700,360290007003,360290007003000,4,9,143,2561,6,33,30,1,12,3,13,19,228,9,,
1001800498,2023-02-15T10:46:00.000,2023-02-20T05:53:00.000,Closed,Dept of Public Works,Sanitation,Garbage Missed Pick Up (Req_Serv),Property,34,MULBERRY,Buffalo,NEW YORK,14204,111.32-2-9,"{'latitude': '42.894387305763644', 'longitude': '-78.86322214174317', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",42.894387305763644,-78.86322214174317,ELLICOTT,District B,25.02,1,1003,Fruit Belt,-8779014.173,5295911.347,25.02,1,1003,002502,36029002502,360290025021,360290025021003,1,16,132,2890,4,32,2,15,9,5,22,78,94,4,,
1001801845,2023-02-22T13:27:00.000,2023-02-28T10:29:00.000,Closed,Dept of Public Works,Sanitation,Totes Replace (Req_Serv),Property,97,DETROIT,Buffalo,NEW YORK,14206,111.60-1-48,"{'latitude': '42.88610688696737', 'longitude': '-78.84172313858113', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",42.88610688696737,-78.84172313858113,FILLMORE,District C,16.02,1,1022,Broadway Fillmore,-8776620.912,5294653.2272,16,1,1012,001602,36029001602,360290016021,360290016021022,3,17,251,144,5,23,34,8,10,1,35,75,183,2,,
1001801816,2023-02-22T12:39:00.000,2023-02-28T10:30:00.000,Closed,Dept of Public Works,Sanitation,Totes Replace (Req_Serv),Property,406,WOODLAWN,Buffalo,NEW YORK,14208,100.34-6-21,"{'latitude': '42.914115117160385', 'longitude': '-78.84978450635249', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",42.914115117160385,-78.84978450635249,MASTEN,District C,33.02,3,3003,Masten Park,-8777518.297,5298909.4531,33.02,3,3003,003302,36029003302,360290033023,360290033023003,3,22,115,3253,9,16,65,7,6,1,9,55,37,8,,
1001801631,2023-02-21T15:09:00.000,2023-02-21T15:55:00.000,Closed,Dept of Public Works,Sanitation,Illegal Dumping Curb (Req_Serv),Property,87,CARL,Buffalo,NEW YORK,14215,101.22-2-38,"{'latitude': '42.91696501750648', 'longitude': '-78.82742898812236', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",42.91696501750648,-78.82742898812236,MASTEN,District E,34,2,2003,Delavan Grider,-8775029.688,5299342.6415,34,2,2003,003400,36029003400,360290034002,360290034002003,2,11,67,3193,9,7,47,11,8,4,20,76,285,8,,
1001787323,2023-01-30T15:10:00.000,2023-01-31T11:47:00.000,Closed,Dept of Public Works,Sanitation,Missed Pickup 2_Piece Large Trash (Req_Serv),Property,167,MAPLE,Buffalo,NEW YORK,14204,111.24-3-29,"{'latitude': '42.89740083316219', 'longitude': '-78.86261593885268', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",42.89740083316219,-78.86261593885268,ELLICOTT,District B,31,3,3013,Fruit Belt,-8778946.69,5296369.2615,31,3,3012,003100,36029003100,360290031003,360290031003013,1,16,18,3122,4,32,35,15,9,5,22,52,49,4,,
1001787120,2023-01-30T08:57:00.000,2023-01-30T10:33:00.000,Closed,Dept of Parking,Parking Violations Bureau,Abandoned Vehicles (Req_Serv),Property,123,GRIDER,Buffalo,NEW YORK,14215,101.22-1-53,"{'latitude': '42.91794575666895', 'longitude': '-78.82871821727014', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",42.91794575666895,-78.82871821727014,MASTEN,District E,34,2,2002,Delavan Grider,-8775173.204,5299491.72,34,2,2002,003400,36029003400,360290034002,360290034002002,2,11,67,1748,9,7,47,11,8,4,20,76,285,8,,
1001759654,2022-12-30T08:58:00.000,2023-01-03T10:54:00.000,Closed,Dept of Public Works,Engineering - Street Repairs,PW Missing Manhole Cover (Req_Serv),Property,95,PAWNEE,Buffalo,NEW YORK,14210,123.57-3-15.1,"{'latitude': '42.862100555063655', 'longitude': '-78.81027365405252', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",42.862100555063655,-78.81027365405252,SOUTH,District A,11,1,1003,Seneca-Cazenovia,-8773119.969,5291006.6802,11,1,1008,001100,36029001100,360290011001,360290011001003,4,19,170,2490,6,19,10,3,12,3,18,21,59,9,,
1001787320,2023-01-30T14:59:00.000,2023-01-31T07:02:00.000,Closed,Dept of Parking,Parking Violations Bureau,Parking Issues (Req_Serv),Property,54,TAUNTON,Buffalo,NEW YORK,14216,78.48-1-16,"{'latitude': '42.954835370262686', 'longitude': '-78.86230061464639', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",42.954835370262686,-78.86230061464639,DELAWARE,District D,51,2,2003,North Park,-8778911.58,5305100.8929,51,2,2004,005100,36029005100,360290051002,360290051002003,5,5,129,210,7,25,46,13,2,2,33,71,140,1,,
1001760686,2023-01-03T11:50:00.000,2023-01-03T22:05:00.000,Closed,Dept of Public Works,Forestry,Fallen Tree Inspection (Req_Serv),Property,203,HODGE,Buffalo,NEW YORK,14222,100.45-3-23,"{'latitude': '42.910195997942054', 'longitude': '-78.87849056576472', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",42.910195997942054,-78.87849056576472,NIAGARA,District B,67.01,2,2000,Elmwood Bryant,-8780713.847,5298313.7745,67.01,3,3000,006701,36029006701,360290067012,360290067012000,1,12,109,2361,3,5,58,4,4,5,4,68,254,6,,
1001775076,2023-01-18T12:12:00.000,2023-01-30T16:12:00.000,Closed,Dept of Public Works,Sanitation,Recycling Tote Abandon Pickup (Req_Serv),Property,506,LISBON,Buffalo,NEW YORK,14215,79.65-4-24,"{'latitude': '42.9468743715841', 'longitude': '-78.80966513840409', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",42.9468743715841,-78.80966513840409,UNIVERSITY,District E,43,5,5004,Kensington-Bailey,-8773052.218,5303890.1153,43,5,5004,004300,36029004300,360290043005,360290043005004,2,11,131,2528,8,13,7,11,7,4,6,62,274,7,,
1001755595,2022-12-24T12:29:00.000,2023-01-03T22:04:00.000,Closed,Dept of Public Works,Forestry,Fallen Tree Blocking RoW (Req_Serv),Property,70,PUTNAM ST,Buffalo,NEW YORK,14213,99.28-2-18,"{'latitude': '42.91886531104058', 'longitude': '-78.884603917767', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",42.91886531104058,-78.884603917767,NIAGARA,District D,65.01,3,3001,Elmwood Bidwell,-8781394.382,5299631.5011,65.01,3,3001,006501,36029006501,360290065013,360290065013001,5,2,104,1293,3,27,49,10,3,2,14,35,10,6,,
1001731955,2022-10-31T09:46:00.000,2023-01-03T15:13:00.000,Closed,Dept of Public Works,Rodent_Pest Control,Rodents (Req_Serv),Property,489,BABCOCK,Buffalo,NEW YORK,14206,112.78-2-27,"{'latitude': '42.87678564939903', 'longitude': '-78.82947222893044', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",42.87678564939903,-78.82947222893044,FILLMORE,District A,163,2,2003,Seneca Babcock,-8775257.146,5293237.1685,163,2,2011,016300,36029016300,360290163002,360290163002003,4,17,177,555,5,21,68,8,11,3,30,61,186,2,,
1001750653,2022-11-29T17:52:00.000,2023-01-03T10:24:00.000,Closed,DPIS,Housing,Housing Violations (Req_Serv),Property,571,ELMWOOD,Buffalo,NEW YORK,14222,100.38-5-53,"{'latitude': '42.91259946230424', 'longitude': '-78.87674123672943', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",42.91259946230424,-78.87674123672943,NIAGARA,District B,66.02,2,2001,Elmwood Bryant,-8780519.111,5298679.08,66.02,2,2001,006602,36029006602,360290066022,360290066022001,1,12,261,1629,3,5,61,4,5,5,4,49,158,6,,
1001787262,2023-01-30T12:50:00.000,2023-01-30T12:55:00.000,Closed,DPIS,Housing,Housing Violations (Req_Serv),Property,920,FILLMORE,Buffalo,NEW YORK,14211,100.84-3-10,"{'latitude': '42.898417077003046', 'longitude': '-78.83972296512336', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",42.898417077003046,-78.83972296512336,FILLMORE,District C,166,2,2005,Broadway Fillmore,-8776398.252,5296523.6873,166,2,2006,016600,36029016600,360290166002,360290166002005,3,4,139,3068,5,23,26,17,10,1,35,17,4,2,,
1001758226,2022-12-28T12:19:00.000,2023-01-03T11:17:00.000,Closed,Dept of Law,Freedom of Information,FOIL Records City Clerk (Req_Serv),Unknown,Unknown,Unknown,Buffalo,NEW YORK,UNKNOWN,Unknown,,,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,,,,,,,,,,,,Unknown,
1001752103,2022-12-06T10:19:00.000,2023-01-03T11:34:00.000,Closed,Buffalo Municipal Housing Authority,BMHA,BMHA Issue (Req_Serv),Property,50,CAROLINA,Buffalo,NEW YORK,14201,110.12-1-1.21,"{'latitude': '42.89036726035477', 'longitude': '-78.8871893309514', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",42.89036726035477,-78.8871893309514,FILLMORE,District B,71.02,1,1000,Lower West Side,-8781682.194,5295300.5244,71.02,1,1000,007102,36029007102,360290071021,360290071021000,1,15,43,510,5,11,48,9,4,5,1,58,149,2,,
